Message,Category
"Goodmorning,my grandfather expired..so am on leave today.",ham
Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham
The wine is flowing and i'm i have nevering..,ham
"Playin space poker, u?",ham
In da car park ,ham
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham
You have 1 new voicemail. Please call 08719181503,spam
"Nah I don't think he goes to usf, he lives around here though",ham
I'm at home. Please call,ham
Your order #2588 has been dispatched.,Logistic
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,ham
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham
Im good! I have been thinking about you...,ham
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ham
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham
Have you not finished work yet or something?,ham
I dunno until when... Lets go learn pilates...,ham
Just nw i came to hme da..,ham
"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",ham
Not..tel software name..,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
Happy birthday... May all ur dreams come true...,ham
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham
Track your shipment here: [tracking_link].,Logistic
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham
Your OTP is 291431 and is valid for 10 minutes.,OTP
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,spam
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
I can take you at like noon,ham
I'm done...,ham
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam
What about this one then.,ham
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham
Thanks for understanding. I've been trying to tell sura that.,ham
Package all your programs well,ham
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham
Painful words- \I thought being Happy was the most toughest thing on Earth... But,ham
Your order #3692 has been dispatched.,Logistic
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",spam
You always make things bigger than they are,ham
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,ham
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",spam
Haha i think i did too,ham
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam
Enter OTP 210769 to proceed with your transaction.,OTP
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham
Your OTP is 687408. Do not share it with anyone.,OTP
Did u find out what time the bus is at coz i need to sort some stuff out.,ham
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",ham
Hey. You got any mail?,ham
Mum not going robinson already.,ham
i can call in  &lt;#&gt;  min if thats ok,ham
"Sorry, I'll call later",ham
"Your account password has been reset. If not you, contact support.",Fraud
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,ham
Your OTP is 730396. Do not share it with anyone.,OTP
Ok.ok ok..then..whats ur todays plan,ham
Your OTP is 181480 and is valid for 10 minutes.,OTP
You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,spam
Yeah whatever lol,ham
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",ham
Pls help me tell Ashley that i cant find her number oh,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
"Aight will do, thanks again for comin out",ham
Track your shipment here: [tracking_link].,Logistic
This is a suspicious login attempt. Was this you?,Fraud
Tell me again what your address is,ham
Have a good evening! Ttyl,ham
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham
Aiyo please Ì_ got time meh.,ham
Sac will score big hundred.he is set batsman:-),ham
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham
"Sure, I'll see if I can come by in a bit",ham
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,ham
Ok.,ham
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",ham
You got called a tool?,ham
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham
Must come later.. I normally bathe him in da afternoon mah..,ham
"Goodmorning, today i am late for 1hr.",ham
This is a suspicious login attempt. Was this you?,Fraud
"The table's occupied, I'm waiting by the tree",ham
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,ham
Or just do that 6times,ham
Your OTP is 989118 and is valid for 10 minutes.,OTP
Cos i want it to be your thing,ham
ÌÏ still attending da talks?,ham
Is xy in ur car when u picking me up?,ham
Jus came back fr lunch wif my sis only. U leh?,ham
Ugh hopefully the asus ppl dont randomly do a reformat.,ham
Love it! I want to flood that pretty pussy with cum...,ham
Easy ah?sen got selected means its good..,ham
\SHIT BABE.. THASA BIT MESSED UP.YEH,ham
Me n him so funny...,ham
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,ham
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,ham
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,ham
What you need. You have a person to give na.,ham
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam
Your OTP is 564694 and is valid for 10 minutes.,OTP
Enter OTP 712214 to proceed with your transaction.,OTP
Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham
Remember on that day..,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Holy living christ what is taking you so long,ham
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,ham
"Hm good morning, headache anyone? :-)",ham
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham
Ok. But i finish at 6.,ham
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",ham
"I'm a guy, browsin is compulsory",ham
This is a suspicious login attempt. Was this you?,Fraud
"A few people are at the game, I'm at the mall with iouri and kaila",ham
Oh wow thats gay. Will firmware update help,ham
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",ham
"Hmm well, night night ",ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
In that case I guess I'll see you at campus lodge,ham
I only haf msn. It's yijue@hotmail.com,ham
I can do that! I want to please you both inside and outside the bedroom...,ham
He telling not to tell any one. If so treat for me hi hi hi,ham
I sent them. Do you like?,ham
Why she wants to talk to me,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",spam
Your OTP is 622067. Do not share it with anyone.,OTP
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,ham
Okay... I booked all already... Including the one at bugis.,ham
Just sleeping..and surfing,ham
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,ham
Have your lunch and come quickly and open the door:),ham
We stopped to get ice cream and will go back after,ham
WHITE FUDGE OREOS ARE IN STORES,ham
So u wan 2 come for our dinner tonight a not?,ham
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam
